iteration,loss,ROC_AUC,f1_score
1.0,0.6709527969360352,0.5272727012634277,0.807692289352417
1.0,0.39490073919296265,0.851017415523529,0.8511085510253906
1.0,0.306063711643219,0.8935016989707947,0.8938063979148865
1.0,0.2756275534629822,0.8946228623390198,0.8911861777305603
